Date,Visitor,Visitor Score,Home Team,Home Score,Line,Winning,Winning Points,Losing,Losing Points,Year
11/16/91,Toledo,21,Eastern Michigan,14, ,Toledo,21,Eastern Michigan,14,1991
11/16/91,Texas Tech,31,Baylor,24,11.5,Texas Tech,31,Baylor,24,1991
11/16/91,Utah,10,UTEP,9,1,Utah,10,UTEP,9,1991
11/16/91,Washington,58,Oregon State,6,-43.5,Washington,58,Oregon State,6,1991
11/16/91,Wake Forest,3,Georgia Tech,27,27,Georgia Tech,27,Wake Forest,3,1991
11/16/91,Wisconsin,19,Minnesota,16,2,Wisconsin,19,Minnesota,16,1991
11/16/91,Western Michigan,17,Central Michigan,27, ,Central Michigan,27,Western Michigan,17,1991
11/23/91,Air Force,24,Hawaii,20,-3,Air Force,24,Hawaii,20,1991
11/23/91,Akron,37,Temple,32, ,Akron,37,Temple,32,1991
11/23/91,Arizona,14,Arizona State,37,5.5,Arizona State,37,Arizona,14,1991
11/23/91,Baylor,21,Texas,11,4,Baylor,21,Texas,11,1991
11/23/91,California,21,Stanford,38,0,Stanford,38,California,21,1991
11/23/91,Clemson,41,South Carolina,24,-9.5,Clemson,41,South Carolina,24,1991
11/23/91,Colorado,17,Iowa State,14,-22.5,Colorado,17,Iowa State,14,1991
11/23/91,Duke,14,North Carolina,47,7,North Carolina,47,Duke,14,1991
11/23/91,East Carolina,30,Cincinnati,19,-15.5,East Carolina,30,Cincinnati,19,1991
11/23/91,Houston,45,Texas Christian,49,-18.5,Texas Christian,49,Houston,45,1991
11/23/91,Illinois,24,Michigan State,27,-9,Michigan State,27,Illinois,24,1991
11/23/91,Kansas State,36,Oklahoma State,26,-10,Kansas State,36,Oklahoma State,26,1991
11/23/91,Long Beach State,36,Fullerton State,37, ,Fullerton State,37,Long Beach State,36,1991
11/23/91,Louisiana State,39,Tulane,20,-12.5,Louisiana State,39,Tulane,20,1991
11/23/91,Louisiana Tech,21,UTEP,17, ,Louisiana Tech,21,UTEP,17,1991
11/23/91,Maryland,17,No Carolina State,20,17,No Carolina State,20,Maryland,17,1991
11/23/91,Miami-Florida,19,Boston College,14,-20,Miami-Florida,19,Boston College,14,1991
11/23/91,Minnesota,8,Iowa,23,26,Iowa,23,Minnesota,8,1991
11/23/91,Mississippi,9,Mississippi State,24,7.5,Mississippi State,24,Mississippi,9,1991
11/23/91,Missouri,29,Kansas,53,15,Kansas,53,Missouri,29,1991
11/23/91,Northern Illinois,21,Toledo,42, ,Toledo,42,Northern Illinois,21,1991
11/23/91,Northwestern,14,Wisconsin,32,2,Wisconsin,32,Northwestern,14,1991
11/23/91,Ohio,13,Tulsa,45, ,Tulsa,45,Ohio,13,1991
11/23/91,Ohio State,3,Michigan,31,14,Michigan,31,Ohio State,3,1991
11/23/91,Oregon State,14,Oregon,3,19,Oregon State,14,Oregon,3,1991
11/23/91,Pacific,44,Nevada-Las Vegas,23, ,Pacific,44,Nevada-Las Vegas,23,1991
11/23/91,Purdue,22,Indiana,24,14.5,Indiana,24,Purdue,22,1991
11/23/91,Rice,0,Arkansas,20,5,Arkansas,20,Rice,0,1991
11/23/91,San Jose State,28,Fresno State,31, ,Fresno State,31,San Jose State,28,1991
11/23/91,S-M-U,6,Texas A+M,65,35,Texas A+M,65,S-M-U,6,1991
11/23/91,Tennessee,16,Kentucky,7,-19,Tennessee,16,Kentucky,7,1991
11/23/91,U.C.L.A.,24,Southern Cal,21,-6,U.C.L.A.,24,Southern Cal,21,1991
11/23/91,Utah,17,Brigham Young,48,16.5,Brigham Young,48,Utah,17,1991
11/23/91,Utah State,46,New Mexico State,21, ,Utah State,46,New Mexico State,21,1991
11/23/91,Virginia Tech,0,Virginia,38,9.5,Virginia,38,Virginia Tech,0,1991
11/23/91,Washington State,21,Washington,56,34,Washington,56,Washington State,21,1991
11/23/91,Wake Forest,52,Navy,24,-7,Wake Forest,52,Navy,24,1991
11/23/91,West Virginia,10,Syracuse,16,12,Syracuse,16,West Virginia,10,1991
11/28/91,Penn State,32,Pittsburgh,20,-15,Penn State,32,Pittsburgh,20,1991
11/28/91,Texas,14,Texas A+M,31,13.5,Texas A+M,31,Texas,14,1991
11/29/91,Oklahoma,14,Nebraska,19,7,Nebraska,19,Oklahoma,14,1991
11/30/91,Alabama,13,Auburn,6,-6,Alabama,13,Auburn,6,1991
11/30/91,Clemson,33,Duke,21,-19.5,Clemson,33,Duke,21,1991
11/30/91,Florida State,9,Florida,14,-2,Florida,14,Florida State,9,1991
11/30/91,Georgia,18,Georgia Tech,15,4.5,Georgia,18,Georgia Tech,15,1991
11/30/91,Notre Dame,48,Hawaii,42,-22.5,Notre Dame,48,Hawaii,42,1991
11/30/91,San Diego State,12,Miami-Florida,39,26.5,Miami-Florida,39,San Diego State,12,1991
11/30/91,Texas Tech,52,Houston,46,6.5,Texas Tech,52,Houston,46,1991
11/30/91,Tulsa,31,S-M-U,26,-20,Tulsa,31,S-M-U,26,1991
11/30/91,Vanderbilt,0,Tennessee,45,17,Tennessee,45,Vanderbilt,0,1991
12/7/91,Army,3,Navy,24,9.5,Navy,24,Army,3,1991
8/26/92,Stanford,7,Texas A+M,10,3.5,Texas A+M,10,Stanford,7,1992
8/29/92,Iowa,14,No Carolina State,24,-6,No Carolina State,24,Iowa,14,1992
9/3/92,Oklahoma,34,Texas Tech,9,-9,Oklahoma,34,Texas Tech,9,1992
9/3/92,Western Michigan,19,Bowling Green,29,7,Bowling Green,29,Western Michigan,19,1992
9/5/92,Akron,27,Eastern Michigan,9,4,Akron,27,Eastern Michigan,9,1992
9/5/92,Arkansas State,0,Toledo,49, ,Toledo,49,Arkansas State,0,1992
9/5/92,Appalachian State,10,No Carolina State,35, ,No Carolina State,35,Appalachian State,10,1992
9/5/92,Auburn,21,Mississippi,45,-5,Mississippi,45,Auburn,21,1992
9/5/92,Ball State,10,Clemson,24,25.5,Clemson,24,Ball State,10,1992
9/5/92,Brigham Young,38,UTEP,28,-11.5,Brigham Young,38,UTEP,28,1992
9/5/92,The Citadel,10,Arkansas,3, ,The Citadel,10,Arkansas,3,1992
9/5/92,Central Michigan,14,Kentucky,21,13,Kentucky,21,Central Michigan,14,1992
9/5/92,Colorado State,17,Colorado,37,24,Colorado,37,Colorado State,17,1992
9/5/92,Duke,21,Florida State,48,32,Florida State,48,Duke,21,1992
9/5/92,Fresno State,42,Pacific,21, ,Fresno State,42,Pacific,21,1992
9/5/92,Georgia,28,South Carolina,6,-8.5,Georgia,28,South Carolina,6,1992
9/5/92,Hawaii,24,Oregon,21,10.5,Hawaii,24,Oregon,21,1992
9/5/92,Houston,25,Tulsa,28,-2,Tulsa,28,Houston,25,1992
9/5/92,Indiana State,3,Oklahoma State,35, ,Oklahoma State,35,Indiana State,3,1992
9/5/92,Iowa,7,Miami-Florida,24,13.5,Miami-Florida,24,Iowa,7,1992
9/5/92,James Madison,20,Virginia Tech,49, ,Virginia Tech,49,James Madison,20,1992
9/5/92,Kansas,49,Oregon State,20,-13,Kansas,49,Oregon State,20,1992
9/5/92,Kent State,10,Pittsburgh,51,33,Pittsburgh,51,Kent State,10,1992
9/5/92,Louisville,19,Ohio State,20,16.5,Ohio State,20,Louisville,19,1992
9/5/92,Louisiana Tech,10,Baylor,9,9.5,Louisiana Tech,10,Baylor,9,1992
9/5/92,Maryland,15,Virginia,28,13.5,Virginia,28,Maryland,15,1992
9/5/92,Memphis,21,Southern Miss,23,-8,Southern Miss,23,Memphis,21,1992
9/5/92,Miami-Ohio,29,West Virginia,29,13,Miami-Ohio,29,West Virginia,29,1992
9/5/92,Montana,13,Washington State,25, ,Washington State,25,Montana,13,1992
9/5/92,Mississippi State,28,Texas,10,1.5,Mississippi State,28,Texas,10,1992
9/5/92,North Carolina,35,Wake Forest,17,-8.5,North Carolina,35,Wake Forest,17,1992
9/5/92,Nevada-Reno,6,Wyoming,25, ,Wyoming,25,Nevada-Reno,6,1992
9/5/92,Northern Illinois,14,Illinois,30, ,Illinois,30,Northern Illinois,14,1992
9/5/92,Northwestern,7,Notre Dame,42,35,Notre Dame,42,Northwestern,7,1992
9/5/92,Ohio,9,Iowa State,35,20,Iowa State,35,Ohio,9,1992
9/5/92,Penn State,24,Cincinnati,20,-26.5,Penn State,24,Cincinnati,20,1992
9/5/92,Rice,21,Air Force,30,5.5,Air Force,30,Rice,21,1992
9/5/92,Rutgers,20,Boston College,37,4.5,Boston College,37,Rutgers,20,1992
9/5/92,Southern Cal,31,San Diego State,31,-7.5,Southern Cal,31,San Diego State,31,1992
9/5/92,San Jose State,16,California,46, ,California,46,San Jose State,16,1992
9/5/92,UL-Lafayette,3,Tennessee,38,20.5,Tennessee,38,UL-Lafayette,3,1992
9/5/92,Syracuse,42,East Carolina,21,-12.5,Syracuse,42,East Carolina,21,1992
9/5/92,Texas Christian,7,New Mexico,24,-15,New Mexico,24,Texas Christian,7,1992
9/5/92,Temple,35,Boston University,0, ,Temple,35,Boston University,0,1992
9/5/92,Tulane,13,S-M-U,12,3,Tulane,13,S-M-U,12,1992
9/5/92,Texas A+M,31,Louisiana State,22,-8.5,Texas A+M,31,Louisiana State,22,1992
9/5/92,Utah,22,Nebraska,49,25.5,Nebraska,49,Utah,22,1992
9/5/92,Utah State,3,Arizona,49, ,Arizona,49,Utah State,3,1992
9/5/92,Vanderbilt,8,Alabama,25,23.5,Alabama,25,Vanderbilt,8,1992
9/5/92,Washington,31,Arizona State,7,-22,Washington,31,Arizona State,7,1992
9/10/92,San Diego State,45,Brigham Young,38,5.5,San Diego State,45,Brigham Young,38,1992
9/12/92,Arkansas State,0,Oklahoma,61, ,Oklahoma,61,Arkansas State,0,1992
9/12/92,Appalachian State,7,Wake Forest,10, ,Wake Forest,10,Appalachian State,7,1992
9/12/92,Arkansas,45,South Carolina,7,3,Arkansas,45,South Carolina,7,1992
9/12/92,Ball State,10,Kansas,62,17,Kansas,62,Ball State,10,1992
9/12/92,Bowling Green,6,Ohio State,17,18.5,Ohio State,17,Bowling Green,6,1992
9/12/92,California,14,Purdue,41,-12.5,Purdue,41,California,14,1992
9/12/92,Central Michigan,24,Michigan State,20,20,Central Michigan,24,Michigan State,20,1992
9/12/92,Colgate,0,Rutgers,41, ,Rutgers,41,Colgate,0,1992
9/12/92,Colorado,57,Baylor,38,-9.5,Colorado,57,Baylor,38,1992
9/12/92,Duke,37,Vanderbilt,42,10,Vanderbilt,42,Duke,37,1992
9/12/92,Eastern Michigan,17,Louisiana Tech,31,23.5,Louisiana Tech,31,Eastern Michigan,17,1992
9/12/92,Fresno State,36,Oregon State,46,-12,Oregon State,46,Fresno State,36,1992
9/12/92,Florida State,24,Clemson,20,-6.5,Florida State,24,Clemson,20,1992
9/12/92,Fullerton State,14,U.C.L.A.,37, ,U.C.L.A.,37,Fullerton State,14,1992
9/12/92,Furman,0,North Carolina,28, ,North Carolina,28,Furman,0,1992
9/12/92,Hawaii,6,Air Force,3,8,Hawaii,6,Air Force,3,1992
9/12/92,Holy Cross,7,Army,17, ,Army,17,Holy Cross,7,1992
9/12/92,Iowa State,7,Iowa,21,16,Iowa,21,Iowa State,7,1992
9/12/92,Idaho,37,Colorado State,34, ,Idaho,37,Colorado State,34,1992
9/12/92,Illinois State,19,Northern Illinois,26, ,Northern Illinois,26,Illinois State,19,1992
9/12/92,Kentucky,19,Florida,35,23.5,Florida,35,Kentucky,19,1992
9/12/92,Memphis,15,Louisville,16,2.5,Louisville,16,Memphis,15,1992
9/12/92,Miami-Ohio,0,Indiana,16,14,Indiana,16,Miami-Ohio,0,1992
9/12/92,Michigan,17,Notre Dame,17,3,Michigan,17,Notre Dame,17,1992
9/12/92,Missouri,17,Illinois,24,14,Illinois,24,Missouri,17,1992
9/12/92,Mississippi State,3,Louisiana State,24,-4.5,Louisiana State,24,Mississippi State,3,1992
9/12/92,Middle Tennessee,7,Nebraska,48, ,Nebraska,48,Middle Tennessee,7,1992
9/12/92,No Carolina State,14,Maryland,10,-8,No Carolina State,14,Maryland,10,1992
9/12/92,UL-Monroe,23,UL-Lafayette,31, ,UL-Lafayette,31,UL-Monroe,23,1992
9/12/92,New Mexico,39,New Mexico State,42, ,New Mexico State,42,New Mexico,39,1992
9/12/92,North Texas,14,S-M-U,28, ,S-M-U,28,North Texas,14,1992
9/12/92,Northwestern,0,Boston College,49,21,Boston College,49,Northwestern,0,1992
9/12/92,Ohio,27,Kent State,14,0,Ohio,27,Kent State,14,1992
9/12/92,Oregon,7,Stanford,21,19,Stanford,21,Oregon,7,1992
9/12/92,Samford,0,Auburn,55, ,Auburn,55,Samford,0,1992
9/12/92,San Jose State,39,Minnesota,30, ,San Jose State,39,Minnesota,30,1992
9/12/92,Southern Miss,10,Alabama,17,23.5,Alabama,17,Southern Miss,10,1992
9/12/92,Temple,8,Penn State,49,27,Penn State,49,Temple,8,1992
9/12/92,Tennessee,34,Georgia,31,5.5,Tennessee,34,Georgia,31,1992
9/12/92,Texas,21,Syracuse,31,13.5,Syracuse,31,Texas,21,1992
9/12/92,Toledo,20,Akron,23,-3.5,Akron,23,Toledo,20,1992
9/12/92,Tulane,9,Mississippi,35,17,Mississippi,35,Tulane,9,1992
9/12/92,Tulsa,9,Texas A+M,19,22,Texas A+M,19,Tulsa,9,1992
9/12/92,Utah,42,Utah State,18, ,Utah,42,Utah State,18,1992
9/12/92,UTEP,17,Nevada-Las Vegas,19, ,Nevada-Las Vegas,19,UTEP,17,1992
9/12/92,Virginia,53,Navy,0,-19,Virginia,53,Navy,0,1992
9/12/92,Virginia Tech,27,East Carolina,30,1.5,East Carolina,30,Virginia Tech,27,1992
9/12/92,Washington State,23,Arizona,20,4.5,Washington State,23,Arizona,20,1992
9/12/92,Western Carolina,19,Georgia Tech,37, ,Georgia Tech,37,Western Carolina,19,1992
9/12/92,Wisconsin,10,Washington,27,31.5,Washington,27,Wisconsin,10,1992
9/12/92,Western Michigan,17,Texas Christian,17,15.5,Western Michigan,17,Texas Christian,17,1992
9/12/92,West Virginia,44,Pittsburgh,6,6,West Virginia,44,Pittsburgh,6,1992
9/12/92,Wyoming,32,Texas Tech,49,13.5,Texas Tech,49,Wyoming,32,1992
9/17/92,Pittsburgh,16,Rutgers,21,3.5,Rutgers,21,Pittsburgh,16,1992
9/19/92,Air Force,42,Wyoming,28,-1.5,Air Force,42,Wyoming,28,1992
9/19/92,Akron,20,Western Michigan,24,3,Western Michigan,24,Akron,20,1992
9/19/92,Alabama,38,Arkansas,11,-9,Alabama,38,Arkansas,11,1992
9/19/92,Arizona,14,Oregon State,14,-9,Arizona,14,Oregon State,14,1992
9/19/92,Army,9,North Carolina,22,21.5,North Carolina,22,Army,9,1992
9/19/92,Ball State,10,Kent State,6,-12,Ball State,10,Kent State,6,1992
9/19/92,Bowling Green,18,Wisconsin,39,7,Wisconsin,39,Bowling Green,18,1992
9/19/92,Cincinnati,14,Miami-Ohio,17,2,Miami-Ohio,17,Cincinnati,14,1992
9/19/92,Colorado,21,Minnesota,20,-20,Colorado,21,Minnesota,20,1992
9/19/92,Colorado State,21,Fresno State,52,8,Fresno State,52,Colorado State,21,1992
9/19/92,East Carolina,20,South Carolina,18,-3,East Carolina,20,South Carolina,18,1992
9/19/92,Eastern Michigan,7,Penn State,52,36,Penn State,52,Eastern Michigan,7,1992
9/19/92,Florida,14,Tennessee,31,-5.5,Tennessee,31,Florida,14,1992
9/19/92,Florida A+M,0,Miami-Florida,38, ,Miami-Florida,38,Florida A+M,0,1992
9/19/92,Florida State,34,No Carolina State,13,-10.5,Florida State,34,No Carolina State,13,1992
9/19/92,Fullerton State,0,Georgia,56,39.5,Georgia,56,Fullerton State,0,1992
9/19/92,Georgia Tech,24,Virginia,55,5.5,Virginia,55,Georgia Tech,24,1992
9/19/92,Illinois,13,Houston,31,3.5,Houston,31,Illinois,13,1992
9/19/92,Indiana,25,Kentucky,37,-5,Kentucky,37,Indiana,25,1992
9/19/92,Kansas,40,Tulsa,7,-3,Kansas,40,Tulsa,7,1992
9/19/92,Louisville,0,Arizona State,19,6,Arizona State,19,Louisville,0,1992
9/19/92,Louisiana State,28,Auburn,30,3,Auburn,30,Louisiana State,28,1992
9/19/92,Louisiana Tech,13,Southern Miss,16,-2.5,Southern Miss,16,Louisiana Tech,13,1992
9/19/92,Maryland,33,West Virginia,34,9,West Virginia,34,Maryland,33,1992
9/19/92,Mississippi,9,Vanderbilt,31,-5.5,Vanderbilt,31,Mississippi,9,1992
9/19/92,Montana,12,Kansas State,27, ,Kansas State,27,Montana,12,1992
9/19/92,Mississippi State,20,Memphis,16,-5,Mississippi State,20,Memphis,16,1992
9/19/92,Navy,0,Boston College,28,34,Boston College,28,Navy,0,1992
9/19/92,Notre Dame,52,Michigan State,31,-14.5,Notre Dame,52,Michigan State,31,1992
9/19/92,Nebraska,14,Washington,29,7,Washington,29,Nebraska,14,1992
9/19/92,Northern Illinois,31,Arkansas State,0, ,Northern Illinois,31,Arkansas State,0,1992
9/19/92,New Mexico State,30,UTEP,24,8,New Mexico State,30,UTEP,24,1992
9/19/92,Northwestern,24,Stanford,35,35.5,Stanford,35,Northwestern,24,1992
9/19/92,Ohio,0,Central Michigan,24,14.5,Central Michigan,24,Ohio,0,1992
9/19/92,Ohio State,35,Syracuse,12,10,Ohio State,35,Syracuse,12,1992
9/19/92,Oklahoma State,3,Michigan,35,28.5,Michigan,35,Oklahoma State,3,1992
9/19/92,Rice,12,Duke,17,-1,Duke,17,Rice,12,1992
9/19/92,Southern Cal,20,Oklahoma,10,11,Southern Cal,20,Oklahoma,10,1992
9/19/92,S-M-U,20,New Mexico,13,4,S-M-U,20,New Mexico,13,1992
9/19/92,UL-Lafayette,13,San Jose State,28,10,San Jose State,28,UL-Lafayette,13,1992
9/19/92,Toledo,33,Purdue,29,13,Toledo,33,Purdue,29,1992
9/19/92,Texas Tech,13,Oregon,16,-1,Oregon,16,Texas Tech,13,1992
9/19/92,Tulane,14,Iowa State,38,9.5,Iowa State,38,Tulane,14,1992
9/19/92,Texas A+M,26,Missouri,13,-17,Texas A+M,26,Missouri,13,1992
9/19/92,U.C.L.A.,17,Brigham Young,10,2,U.C.L.A.,17,Brigham Young,10,1992
9/19/92,Utah State,10,Baylor,45,23.5,Baylor,45,Utah State,10,1992
9/19/92,Virginia Tech,26,Temple,7,-10,Virginia Tech,26,Temple,7,1992
9/24/92,California,27,Kansas,23,6.5,California,27,Kansas,23,1992
9/26/92,Arizona,7,Miami-Florida,8,28,Miami-Florida,8,Arizona,7,1992
9/26/92,Arkansas,6,Memphis,22, ,Memphis,22,Arkansas,6,1992
9/26/92,Arizona State,24,Nebraska,45,18.5,Nebraska,45,Arizona State,24,1992
9/26/92,Baylor,17,Texas Tech,36,2.5,Texas Tech,36,Baylor,17,1992
9/26/92,Brigham Young,32,Hawaii,36,0,Hawaii,36,Brigham Young,32,1992
9/26/92,Cincinnati,0,Tennessee,40,22,Tennessee,40,Cincinnati,0,1992
9/26/92,The Citadel,15,Army,14, ,The Citadel,15,Army,14,1992
9/26/92,Clemson,16,Georgia Tech,20,-5.5,Georgia Tech,20,Clemson,16,1992
9/26/92,Colorado State,17,Louisiana State,14,19.5,Colorado State,17,Louisiana State,14,1992
9/26/92,East Carolina,34,Bowling Green,44,-2,Bowling Green,44,East Carolina,34,1992
9/26/92,Houston,7,Michigan,61,18.5,Michigan,61,Houston,7,1992
9/26/92,Iowa,12,Colorado,28,6.5,Colorado,28,Iowa,12,1992
9/26/92,Kent State,17,Eastern Michigan,14,10,Kent State,17,Eastern Michigan,14,1992
9/26/92,Louisiana Tech,0,Alabama,13,19,Alabama,13,Louisiana Tech,0,1992
9/26/92,Michigan State,0,Boston College,14,13.5,Boston College,14,Michigan State,0,1992
9/26/92,Maryland,13,Penn State,49,17,Penn State,49,Maryland,13,1992
9/26/92,Miami-Ohio,9,Ball State,19,-1,Ball State,19,Miami-Ohio,9,1992
9/26/92,Minnesota,33,Pittsburgh,41,7.5,Pittsburgh,41,Minnesota,33,1992
9/26/92,Mississippi,11,Georgia,37,12,Georgia,37,Mississippi,11,1992
9/26/92,Missouri,10,Indiana,20,10,Indiana,20,Missouri,10,1992
9/26/92,No Carolina State,27,North Carolina,20,2,No Carolina State,27,North Carolina,20,1992
9/26/92,Nevada-Reno,17,Tulane,34, ,Tulane,34,Nevada-Reno,17,1992
9/26/92,Northern Illinois,17,Wisconsin,18,14.5,Wisconsin,18,Northern Illinois,17,1992
9/26/92,New Mexico,32,Air Force,33,17,Air Force,33,New Mexico,32,1992
9/26/92,Northern Iowa,27,Iowa State,10, ,Northern Iowa,27,Iowa State,10,1992
9/26/92,North Texas,15,Texas,33, ,Texas,33,North Texas,15,1992
9/26/92,Oregon State,9,Utah,42,10,Utah,42,Oregon State,9,1992
9/26/92,Purdue,0,Notre Dame,48,23.5,Notre Dame,48,Purdue,0,1992
9/26/92,Rutgers,40,Navy,0,-17.5,Rutgers,40,Navy,0,1992
9/26/92,South Carolina,9,Kentucky,13,10.5,Kentucky,13,South Carolina,9,1992
9/26/92,San Diego State,7,U.C.L.A.,35,7,U.C.L.A.,35,San Diego State,7,1992
9/26/92,Sam Houston State,14,Rice,45, ,Rice,45,Sam Houston State,14,1992
9/26/92,San Jose State,13,Stanford,37,16.5,Stanford,37,San Jose State,13,1992
9/26/92,Southern Miss,8,Auburn,16,13.5,Auburn,16,Southern Miss,8,1992
9/26/92,Texas Christian,9,S-M-U,21,-6,S-M-U,21,Texas Christian,9,1992
9/26/92,Temple,14,Kansas State,35,13,Kansas State,35,Temple,14,1992
9/26/92,Toledo,9,Central Michigan,28,4,Central Michigan,28,Toledo,9,1992
9/26/92,Tulsa,19,Oklahoma State,24,-3.5,Oklahoma State,24,Tulsa,19,1992
9/26/92,Nevada-Las Vegas,6,Oregon,59, ,Oregon,59,Nevada-Las Vegas,6,1992
9/26/92,Virginia,55,Duke,28,-16.5,Virginia,55,Duke,28,1992
9/26/92,Washington State,39,Fresno State,37,-2.5,Washington State,39,Fresno State,37,1992
9/26/92,Wake Forest,7,Florida State,35,34.5,Florida State,35,Wake Forest,7,1992
9/26/92,Western Kentucky,14,UL-Lafayette,17, ,UL-Lafayette,17,Western Kentucky,14,1992
9/26/92,Western Michigan,19,Ohio,3,-3,Western Michigan,19,Ohio,3,1992
9/26/92,West Virginia,16,Virginia Tech,7,0,West Virginia,16,Virginia Tech,7,1992
9/26/92,Wyoming,26,Louisville,24,9,Wyoming,26,Louisville,24,1992
10/1/92,Florida,6,Mississippi State,30,-4,Mississippi State,30,Florida,6,1992
10/2/92,Utah State,9,Brigham Young,30,22,Brigham Young,30,Utah State,9,1992
10/3/92,Air Force,28,UTEP,22,-5,Air Force,28,UTEP,22,1992
10/3/92,Akron,13,Ohio,0,-8,Akron,13,Ohio,0,1992
10/3/92,Arizona State,20,Oregon,30,1.5,Oregon,30,Arizona State,20,1992
10/3/92,Ball State,14,Western Michigan,21,4,Western Michigan,21,Ball State,14,1992
10/3/92,Boston College,24,West Virginia,24,0,Boston College,24,West Virginia,24,1992
10/3/92,Bowling Green,17,Central Michigan,14,7,Bowling Green,17,Central Michigan,14,1992
10/3/92,Chattanooga,3,Clemson,54, ,Clemson,54,Chattanooga,3,1992
10/3/92,Florida State,16,Miami-Florida,19,2,Miami-Florida,19,Florida State,16,1992
10/3/92,Georgia,27,Arkansas,3,-13,Georgia,27,Arkansas,3,1992
10/3/92,Iowa State,3,Oklahoma,17,25.5,Oklahoma,17,Iowa State,3,1992
10/3/92,Illinois,17,Minnesota,18,-6.5,Minnesota,18,Illinois,17,1992
10/3/92,Indiana,31,Michigan State,42,-3,Michigan State,42,Indiana,31,1992
10/3/92,Iowa,28,Michigan,52,20.5,Michigan,52,Iowa,28,1992
10/3/92,Kent State,0,Cincinnati,31,18,Cincinnati,31,Kent State,0,1992
10/3/92,Kentucky,14,Mississippi,24,6,Mississippi,24,Kentucky,14,1992
10/3/92,Louisiana Tech,14,Fresno State,48,5.5,Fresno State,48,Louisiana Tech,14,1992
10/3/92,Marshall,21,Missouri,44, ,Missouri,44,Marshall,21,1992
10/3/92,Miami-Ohio,24,Eastern Michigan,7,-6,Miami-Ohio,24,Eastern Michigan,7,1992
10/3/92,Middle Tennessee,21,Northern Illinois,13, ,Middle Tennessee,21,Northern Illinois,13,1992
10/3/92,Navy,14,North Carolina,28,31,North Carolina,28,Navy,14,1992
10/3/92,No Carolina State,13,Georgia Tech,16,1.5,Georgia Tech,16,No Carolina State,13,1992
10/3/92,New Mexico State,0,Kansas State,19,21.5,Kansas State,19,New Mexico State,0,1992
10/3/92,Northwestern,28,Purdue,14,14,Northwestern,28,Purdue,14,1992
10/3/92,Ohio State,16,Wisconsin,20,-8,Wisconsin,20,Ohio State,16,1992
10/3/92,Oklahoma State,11,Texas Christian,13,2.5,Texas Christian,13,Oklahoma State,11,1992
10/3/92,Oregon State,0,California,42,22.5,California,42,Oregon State,0,1992
10/3/92,Penn State,38,Rutgers,24,-13.5,Penn State,38,Rutgers,24,1992
10/3/92,Pittsburgh,34,Maryland,47,3,Maryland,47,Pittsburgh,34,1992
10/3/92,Southern Cal,10,Washington,17,13.5,Washington,17,Southern Cal,10,1992
10/3/92,South Carolina,7,Alabama,48,26,Alabama,48,South Carolina,7,1992
10/3/92,San Diego State,49,New Mexico,21,-15,San Diego State,49,New Mexico,21,1992
10/3/92,San Jose State,26,Wyoming,24,0,San Jose State,26,Wyoming,24,1992
10/3/92,S-M-U,7,Baylor,49, ,Baylor,49,S-M-U,7,1992
10/3/92,Stanford,33,Notre Dame,16,13,Stanford,33,Notre Dame,16,1992
10/3/92,UL-Lafayette,7,Houston,63,24,Houston,63,UL-Lafayette,7,1992
10/3/92,Syracuse,15,Louisville,9,-13,Syracuse,15,Louisville,9,1992
10/3/92,Temple,10,Washington State,51,23,Washington State,51,Temple,10,1992
10/3/92,Tennessee,20,Louisiana State,0,-7,Tennessee,20,Louisiana State,0,1992
10/3/92,Texas,23,Rice,21,-5,Texas,23,Rice,21,1992
10/3/92,Texas Tech,17,Texas A+M,19,15.5,Texas A+M,19,Texas Tech,17,1992
10/3/92,Tulsa,24,Southern Miss,33,0,Southern Miss,33,Tulsa,24,1992
